AB0109;via Abruzzi (ang. via Campeda);1,3
IM0086;via Is Mirrionis (ang. via Falletti);3,8
IM0087;via Is Mirrionis (Chiesa);16,3,8,58
IM0099;via Is Mirrionis (Ospedale Santissima Trinità);16,3,8,58
IM0100;via Is Mirrionis (fronte Ospedale);3,8
IM0101;via Is Mirrionis (ang. via Timavo);16,3,8,58
IM0102;via Is Mirrionis (lato distributore);3,8
IM0103;via Is Mirrionis (ang via Montesanto);20,16,3,8
IM0171;via Is Mirrionis (lato Magistero);8H,58,5S
IN1136;Ist. Tecnico Marconi;15
IN1137;prol. Vesalio;15
IR0077;p.zza Irpinia;6
IS0668;via Istria (ang. via F.lli Cervi);19,17,QSB,QSA,QS,30
IS0669;via Istria (ang. via Confalonieri);19,17,QSB,QSA,QS,30
IT0549;via Italia (pressi passaggio livello);19S,19,QSB,QSA,QS,9M,8H,8,M
IT0551;via Italia (fronte Vetreria);19S,19,QSB,QSA,QS,9M,8H,8,M
IT0552;via Italia (lato Vetreria);19S,19,QSB,QSA,QS,8H,8,M
IT0690;via Italia (ang. via d'Acquisto);19S,19,QSB,QSA,QS,8H,8,M
IT0815;via Italia (ang. via Sinnai);19S,19,15,QSB,QSA,QS,8H,8,M
IT0824;via Italia (civ 24 portici, pressi via d'Acquisto);19S,19,15,QSB,QSA,QS,9M,8H,8,M
JE0131;via Jenner (fronte Osp. Oncologico);13
JE0559;via Jenner (Osp. Oncologico);13
JE0560;via Jenner (Osp. Brotzu);13
JE0842;via Jenner (ang. via Koch);19S,19,13,QSB,QS
JE0869;via Jenner (fronte via Koch);13
JE0870;via Jenner (fronte Casa Accoglienza);13
JE0872;via Jenner (Casa Accoglienza);13
LB0315;via Libeccio;3
LE0825;via Legnano;QSB,QS,9M,8H,8,M
LG0755;Via Alfonso Ligas;P
LI0078;via Liguria (Liceo Pacinotti);13,3
LI0079;via Liguria (fronte Pacinotti);16,3
LI0081;via Liguria (ang. via Istria);16,3
LI0738;via Liguria (fronte via Istria);13,3
LI1255;Via Liguria QS;
LI1267;via Liguria;
LL0327;via Vergine di Lluc (Capolinea 5);6,5
LM0909;via Lamarmora;7
LM0910;Via La Marmora;7
LO0653;via San Lorenzo;8H,8,M
LP0180;viale Poetto (ang via Pantelleria);PF,PQ,PFS
LP0308;viale Poetto (Ponte Vittorio);PF,6,5,3,PQ
LP0310;v.le Poetto (lato Stadio Amsicora);PF,PQ,PFS
LP0322;viale Poetto (fronte G.Rossi);PF,PQ
LP0328;viale Poetto (fronte via Grecale);PF,PQ
LP0329;viale Poetto (ang. via Grecale);PF,6,5,PQ,PFS
LP0330;viale Poetto (ang. via S'arrulloni);PF,6,5,PQ,PFS
LP0331;viale Poetto (ang. via V. Lluc);PF,PQ
LP0332;viale Poetto (fronte via Pantelleria);PF,PQ
LP0333;viale Poetto (fronte Monfenera);PF,PQ,PFS
LP0335;viale Poetto (fronte via dei Tritoni);PF,PQ
LP0350;Lungomare Poetto (seconda fermata D'Aquila);PF,PQ
LP0351;Lungomare Poetto (D'Aquila);PF,PQ,PFS
LP0352;Lungomare Poetto (terza fermata, lato Lido);PF,QS,PQ
LP0353;Lungomare Poetto (fronte Il Lido);PF,QS,PQ,PFS
LP0354;Lungomare Poetto (quarta fermata);PF,QS,PQ
LP0355;Lungomare Poetto (fronte quarta fermata);PF,QS,PQ,PFS
LP0356;Lungomare Poetto (5^ fermata, Stab. Aeronautica);PF,QS,PQ
LP0357;Lungomare Poetto (fronte quinta fermata);PF,QS,PQ,PFS
LP0358;Lungomare Poetto (Ippodromo);PF,QS,PQ,PFS
LP0359;Lungomare Poetto (fronte sesta fermata);PF,QS,PQ,PFS
LP0371;viale Poetto (ang. via Tramontana);PF,6,5,3,PQ,PFS
LP0373;Lungomare Poetto (fronte O Marino ingresso veicol);
LP0374;Lungomare Poetto (fronte Ippodromo);PF,QS,PQ
LP0375;Lungomare Poetto (Idrovora, fronte Marino vecchio);PF,QS,PQ,PFS
LP0376;Lungomare Poetto (ex Osp. Marino);PF,QS,PQ
LP0377;Lungomare Poetto (lato Ospedale Marino);PF,QS,PQ
LP0378;Lungomare Poetto (Ospedale);PF,QS,PQ,PFS
LP0379;Lungomare Saline (lato AIAS in linea d'aria);PF,QS,PQ
LP0381;Lungomare Poetto (lido Polizia);PF,QS,PQ
LP0382;Lungo mare Poetto (fronte AIAS);
LP0391;Lungo mare Poetto (lato ingresso princ O Marino);
LP0393;Lungo mare Poetto (lato AIAS);
LP0948;Lungomare Poetto (Stabilim. Esercito, Prefettura);PF,QS,PQ
LP0XXX;Lungomare Poetto (prima fermata);
LP1156;Lungo Mare Poetto (Capolinea PN 3P 9P);
LS0972;via Lungo Saline civ. 5;PF,PQ
LU0120;via Lunigiana (edicola);3
LV0071;via La Vega (Clinica);6
LV0072;via La Vega (ang. v.le S.Vincenzo);6
LV0961;Centro Commerciale Le Vele;18
LY0033;Via La Playa (Iper Pan);8G,Z,SS
LY0035;via La Playa (fronte parcheggio auto rimosse);8G,Z,SS
LY0037;via La Playa (mercato ittico_ Sa Scaffa);8G
LY1146;V.le La Playa;29S,29
MA0218;viale Marconi (fronte Scuola Media);31,30
MA0219;viale Marconi (fronte via Tommaseo);31,30
MA0220;viale Marconi (lato Scuola Media);31,30
MA0229;viale Marconi (ingresso asse mediano);31,30
MA0230;viale Marconi (fronte asse mediano);31,30
MA0253;viale Marconi;31,30
MA0254;viale Marconi (ang. via Vienna);31,30
MA0255;viale Marconi ( fronte via Vienna);31,30
MA0256;viale Marconi (fronte Ist.Industr.);31,30
MA0464;via Marconi (ang. via Volta);1Q,19,QSB,QSA,QS,40,31
MA0465;via Marconi (Credito Italiano);1Q,19,QSB,QSA,QS,41,30
MA0470;via Marconi (civ. N. 444);
MA0478;via Marconi (ang. Via Torricelli));31
MA0480;Via Marconi (fronte via Torricelli);30
MA0482;viale Marconi (canale Terramaini ex CIER);31,30
MA0483;via Marconi (fronte le Vele);31
MA0492;via D. Manin (portici civ 105);19,QSB,QSA,QS,31
MA0493;via D. Manin (fronte via Sauro);19,QSB,QSA,QS,31
MA0519;viale Marconi (canale Terramaini);31,30
MA0521;viale Marconi (lato Ist.Industr.);31,30
MA0623;viale Marconi (ang. via Tommaseo);31,30
MA0636;via Marconi (lato Vigili d.Fuoco);31,30
MA0911;via Marconi (fronte Clinica);30
MA0912;via Marconi (Le Vele);30
MA0915;Via Marconi (lato clinica);31
MA1265;via Marconi (civ. 568);
MC0239;via santa Maria Chiara (ang.via Cuoco);QSB,QS,8H,8
MC0240;via santa Maria Chiara (fronte via Calamattia);19S,19,QSB,QSA,QS,8
MC0242;via santa Maria Chiara (Scuole);19S,19,QSB,QSA,QS,9M,8H,8,M
MC0555;via santa Maria Chiara (ang.via Balilla);19S,19,15,QSB,QSA,QS,9M,8H,8,M
MC1160;Via S.Maria Chiara;15
MD0966;via Mandas (ang. via Marrubiu);18
ME0156;via De Magistris (lato Teatro Massimo);5,8
ME0157;viale Merello (Chiesa);5,8H,8,5S
ME0164;viale Merello (ang. via Oslavia);8
ME0165;viale Merello (ang. via Don Bosco);8
ME0166;viale Merello (fronte Villa Devoto);8H,8,5S
ME0167;viale Merello (fronte via V. Veneto);8H,8,5S
ME0168;viale Merello (fronte Facoltà di Ingegneria);8H,5S
ME0476;via Merello;1Q,19,QSB,QSA
ME1151;via della Menta;15
MG0488;via I Maggio (ang. via Deledda);31
MG0489;via I Maggio (fronte via Deledda);30
MG0490;via I Maggio (ang. via d. Resistenza);31
MG0491;via I Maggio (fronte via d. Resistenza);17,30
MH0877;via Marche;13
MI0280;via Milano (ang. via Genova);5
MI0281;via Milano (ang. via Bologna);5
MI0284;via Milano (ang. via Messina);5
MI0285;via Milano (ang. via Grosseto);5
MI0286;via Milano (ang. via Arezzo);5
MI0287;via Milano (fronte via Arezzo);5
MM0044;via Mameli (ang. largo C. Felice);1,8
MM0045;via Mameli (ang.via Sassari);10,1,8
MM0163;via Mameli (lato assessorati RAS);10,1,8
MN0049;via Manno (fronte Chiesa);10
MN0050;via Manno (lato Chiesa);10
MN0745;via Manno (fronte Bastione);10,7
MO0246;via Menotti;1
MO0981;via Mori (ang. via Negri);40
MP0088;via Mons. Piovella (civ. N. 6);58
MP0094;via Mons. Piovella (civ. N. 13);58
MP0095;via Mons. Piovella (fronte Chiesa);58
MP0892;via Mons. Piovella (ang. via Seminario);
MR0401;Margine Rosso (civ. N. 6);PF,2L
MR0402;Margine Rosso (civ. N. 7);PF,2L,PFS
MR0403;Margine Rosso (fronte via Molaria);PF,2L
MR0404;Margine Rosso (ang. via Othoca);PF,2L,PFS
MR0405;Margine Rosso (fronte civ. N. 43);PF,2L
MR0406;Margine Rosso (ang. via Sussalai);PF,2L,PFS
MR0407;Margine Rosso (lato Trocadero);PF,2L
MR0408;Margine Rosso (lato Tennis);PF,2L,PFS
MR0409;Margine Rosso (fronte via Marco Polo);PF,2L
MR0410;Margine Rosso (ang. via Marco Polo);PF,2L,PFS
MR0411;Margine Rosso;PF,2L
MR0412;Margine Rosso ;PF,2L,PFS
MR0740;via San Martino (Cimitero);1
MR0755;Margine Rosso (fronte via Is Padrinas);PF,2L
MS0172;via is Maglias (angolo via Asiago);20,8
MS0173;via is Maglias (Ingegneria);20,8
MS0174;via is Maglias (ang. via dei Punici);20,8
MS0175;via Is Maglias (angolo via Castelli);
MS0176;via is Maglias (fronte via Castelli);
MS0177;via is Maglias (fronte via Montegrappa);20,8
MS0178;via is Maglias (fronte via Col D'Echele);20,8
MS0179;via is Maglias (ang. via Doberd );20,8
MS0181;via is Maglias;20,8
MS0182;via is Maglias (ang. via Pasubio);20,8
MS0768;via is Maglias (Ist. Tecnico);20,8
MS0769;via is Maglias (fronte Ist.Tecnico);20,8
MT0372;via Montecristo (Lo Spiedo Sardo, D'Aquila);QS
MT0648;M.C.T.C.;16
MT0868;via Mattei;13
MU0970;via della Musica (fronte civ. N.34);1Q,41
MU0975;via della Musica (civ 46);1Q,40
MU1261;Via Della Musica (civ 102);1Q
MZ0670;via Mazzini;17
NA0619;via Nazionale (ang. via Italia);9A,9
NA0620;via Nazionale (fronte via Italia);9
NA0621;Via Nazionale;9A,9
NA0622;via Nazionale ang. via Stazione;9
NA0624;via Nazionale (fronte Chiesa);9
NA0625;Via Nazionale ;9A,9
NG1107;via Nigra;
NO0701;p.zza IV Novembre;1Q,40,PQ
NO0849;p.zza IV Novembre ;1Q,19,QSB,QSA
NP0706;via N. Paganini (angolo via Fogazzaro);1Q
NP0707;via N. Paganini (ang. v. Fogazzaro/ v. Zandonai);1Q
NS0158;via N. Sauro (lato uffici Comune);1,5,8
NZ0956;via Nazionale (p.zza del Crocifisso);18
NZ0957;via Nazionale (fronte Vigili);18
NZ0958;via Nazionale (ang. via Selargius);18
NZ0962;via Nazionale (ang. via Ballero);18
NZ0963;via Nazionale (ang. via Quartu);18
NZ0964;via Nazionale (lato Biblioteca);18
NZ0965;via Nazionale (vico VI Nazionale);18
NZ1138;Centro anziani c/o ist. Marconi;15
OE0245;via Poerio;1
OS0060;via Ospedale (Macciotta);8N,58
OS0061;via Ospedale (Ospedale);8N,58
PA0205;via Pascoli (ang. via Petrarca);1,29,3,P
PA0817;via Palau;8H,8,M
PB1183;Via Porto Botte Pass.Livello;29S,29
PB1184;Via Porto Botte (civ 84);29S,29
PB1185;Via Porto Botte (Civ. 18);29S,29
PC0119;Via Abruzzi (Capolinea);16,3
PC1272;Via della pace;18
PE0190;via Pergolesi (ang. via Donizetti);6,3
PE0191;via Pergolesi (ang. via Cimarosa);6,3
PE0192;via Pergolesi (ang. via Rossini);6,3
PE0193;via Pergolesi (ang. via S.Benedetto);6,3
PF0134;via P. della Francesca (civ. N. 5);QSB,QS
PF0135;via P. della Francesca (ang.de Medici);20
PF0626;Via Piero Della Francesca (Capolinea linea 20);20
PF0845;Via Piero Della Francesca;20
PF0887;via Piero d. Francesca;20
PG0221;p.zza Giovanni XXIII (lato Chiesa);1,29S,29,3,Z,P
PG0222;p.zza Giovanni XXIII (lato Chiesa) ;1,29S,29,3,Z,P
PG0647;p.zza Giovanni XXIII (Chiesa);16
PG0699;via Portogallo (ang via S.Antonio);1Q,41,PQ
PG0851;via Portogallo (ang. via Pitz'e Serra);1Q,41,PQ
PI0075;via Piemonte (fronte Chiesa);6
PI0703;via Piemonte (lato spiazzo);1Q,40,PQ
PJ0702;via Principessa Jolanda (ang. via S.Salvatore);
PJ0982;via Piemonte (ang.via Principessa Iolanda);1Q,40,PQ
PL0198;via Paoli (ang. via Tola);1,29S,29
PL0199;via Paoli (ang. via Settembrini);1
PL0988;via Perda Longa (fronte Scuole Medie);40
PL0999;via Perda Longa (Scuole Medie);41
PL1157;Via Platone;15
PL1161;Via Platone ;15
PM0028;p.zza Matteotti;PF,PQ,PFS
PM0029;p.zza Matteotti (capolinea);M
PM0030;p.zza Matteotti ;31,30,9M
PM0832;P.zza Mattotti (fronte FS, salvagente centrale);29S,29,8G,8,8N,58
PM1168;P.zza Matteotti (fronte ARST);Z,SS
PM1200;P.zza Matteotti (Capolinea Linea 9);9A,9,8H,P
PO0159;via Pola;10,1,5,8H,8,5S
PO0979;via E. Porcu (ang. via Bergamo);40
PO2008;Via Polonia provvisoria;
PO2009;Via Polonia provvisoria ;
PR0062;via Porcell;8N,58
PR0660;via Praga;17
PR0977;Via Parini (ang via Leoncavallo);1Q
PR0978;Via Parini (ang via F. Cilea);1Q
PR1175;Provinciale Sestu;29
PS0257;via Pessina (fronte Tribunale civ 18);10,6
PS0258;Via Pessina (lato edicola fronte civ 11);6
PS0263;via Pessina (incrocio via Scano civ.85);6
PS0264;via Pessina (ang. via Taramelli);6
PS0834;via del Pino Solitario (ang. via Sa Narba);19S,19,9A,9
PS0835;via del Pino Solitario (ang. via Polveriera);19S,19,9A,9
PS0867;via Pessina (Palazzo di Giustizia);10
PT0203;via Petrarca (lato Upim);6
PT0204;via Petrarca (fronte Upim);1,6,3
PT1144;P.zza Pitagora;
PU0122;via Puglia;16,3
PV0428;Flumini ;1Q
PV0429;S.P. Villasimius (loc. Santa Luria);1Q
PV0430;S.P. Villasimius;1Q
PV0431;S.P. Villasimius (loc. Costa d. Angeli lato mare);1Q
PV0432;S.P. Villasimius (loc. Capitana civ. 257);1Q
PV0433;S.P. Villasimius (loc. Capitana lato mare);1Q
PV0434;S.P. Villasimius (loc. Riviera Capitana lato colli;1Q
PV0435;S.P. Villasimius (loc. Riviera Capitana lato mare);1Q
PV0436;S.P. Villasimius (Campeggio lato collina);1Q
PV0437;S.P. Villasimius (Campeggio lato mare);1Q
PV0438;S.P. Villasimius (Is Mortorius lato collina);1Q
PV0439;S.P. Villasimius (Is Mortorius lato mare);1Q
PV0440;S.P. Villasimius (loc. Salmaggi lato collina);1Q
PV0441;S.P. Villasimius (loc. Salmaggi lato mare);1Q
PV0472;S.P. Villasimius (ang. via Lago D'alserio);1Q
PV0475;S.P. Villasimius (ang. via Lago Di Varese);1Q
PV0687;Prolungamento Vesalio (ex Isgas);29S,29
PV0772;Ponte Vittorio (Ist. Biologia);3
PV1134;Città mercato Marconi (Prolungamento Vesalio);29S,29,15
PV1181;Prolungamento Vesalio (lato Parco Terramaiani);29S,29
PY0047;p.zza Yenne (ang. corso Vittorio E.);7,8N,58
PY0056;p.zza Yenne (fornte via Azuni);8N,58
PZ0697;via Pitz' e serra (pressi via Irlanda);1Q,41,PQ
PZ0698;via Pitz' e serra (ang. via Inghilterra);
PZ0704;via Pitz' e serra (ang. via Spagna);1Q,40,PQ
PZ0705;Pitz' e serra (Danimarca);1Q,PQ
PZ0708;via Pitz' E Serra (Liceo);1Q,2L
PZ0709;via Pitz' e serra (Liceo);1Q,2L
PZ0752;via Pitz' e serra (fronte sterrato Buon Cammino);1Q,2L
PZ0753;via Pitz' e serra (ang. Ns Sigr. Buoncammino);1Q,2L
PZ0993;Pitz' e serra (ang. via Vinola);1Q,2L
PZ0996;via Pitz' e Serra (fronte via Vinola);1Q,2L
PZ1258;Via Pizzetti (spiazzo);1Q
PZ1259;Via Pizzetti (fronte spiazzo);1Q
QR0032;via Quirra (lato Mercato);20
QR0098;via Quirra (fronte Mercato Civico);20,58
QU1271;Via Quartu;18
RE0538;via del Redentore (Giardinetti);8H,8,M
RE0821;via del Redentore (civ. N. 100);QSA,8H,8,M
RE0837;Via Repubblica Decimo (direz stazione);9A,9
RE0838;Via Repubblica (direz cagliari);9
RE2012;Via della Resistenza;
RG0857;via Raffa Garzia (civ. N. 13);10
RG0864;via Raffa Garzia (fronte civ. N.15);10
RL0053;viale Regina Elena (fronte Bastione Saint Remy;6,7
RL0063;viale Regina Elena (lato Unione Sarda);6
RL0064;viale Regina Elena (fronte Unione Sarda);6,7
RL0066;viale Regina Elena (lato Belvedere Terrapieno);6,7
RL0067;viale Regina Elena (Giardini Pubblici);6
RL0749;viale Regina Elena (lato Bastione Saint Remy);6
RM0024;via Roma (Molo Sanità);1,29S,29,PF,5,31,30,7,PQ,P,M
RM0026;via Roma (fronte Chiesa);1,29,PF,5,31,30,9M,7,PQ,PFS,P,M
RM0039;via Roma (ingresso laterale Stazione);5,9A,9
RM0040;via Roma (fronte F.S);5,9A,9,8H,5S
RM0655;via Riu Mortu (civ. N. 81);17,QSA,8H,8,M
RM0665;via Riu Mortu (civ. N. 12);17
RM0675;via Roma;17
RM0734;via Roma ( Dogana);1,29S,29,PF,5,31,30,7,PQ,P,M
RM0739;via Roma ;1,29,PF,5,31,30,9M,7,PQ,PFS,P,M
RN0076;via Romagna;6
RO0498;via Rosselli (ang. via Gallus);19,QSB,QSA,QS,31
RO0844;via Rosselli (fronte civ. 35);19,QSB,QSA,QS,30
RS0364;via Risorgimento (ang. via Mentana);1
RS0510;via Rossini;1Q,41
RS0688;via Risorgimento (fronte via Mentana);15
RS0689;via Risorgimento (ang. p.zza Italia);15
RS0812;via Risorgimento (civ 107, pressi Via G. Berchet );1
RS1118;via Risorgimento (ang. via Vesalio);15
RS1257;Via Rossini (civ.56);1Q
RT0746;viale Regina Margherita (lato Hotel);6,7
RT0748;viale Regina Margherita (lato ex Manifattura Tabac;6,7
RV0237;via Riva Villasanta (ang. via Calamattia);9M,M
RV0238;via Riva Villasanta (ang. via dei grilli);19S,19,M
RV0243;via Riva Villasanta (fronte Via del Colle);9M,M
RV0244;via Riva Villasanta (ang. via Randaccio);19S,19,QSB,QSA,QS,8H,8,M
RV0556;via Riva Villasanta (lato uffici INPS);19S,19,QSB,QSA,QS,8H,8,M
SA0057;via Santa Margherita (ang. via Azuni);8N,58
SA0058;via Santa Margherita (Clinica Aresu);8N,58
SA0595;Sulcitana Assemini (Km. 8);19S,19,9A,9
SA0596;Sulcitana Assemini (Km.8);19S,19,9
SA0730;Sulcitana Assemini (fronte via Moguru);19S,19,9
SA0731;Sulcitana Assemini (ang via B. Sitzia);19S,19,9A,9
SA1143;via Sassari;29
SC0186;via Scano (fronte Clinica);3
SC0187;via Scano (lato Clinica);3
SC0259;via Scano (ang. via Cugia);3
SC0260;via Scano (ang. via Vidal);3
SC0261;via Scano (lato edicola);3
SC0262;via Scano;3
SD0615;Sulcitana Decimo (loc. su Carropu direz.Decimo);9A,9
SD0616;Sulcitana Decimo (loc. su Carropu direz.Assemini);9
SD0617;Sulcitana Decimo (ang. via Lazio);9A,9
SD0618;Sulcitana Decimo (distributore Agip);9
SD0639;Sulcitana Decimo (Km. 12,800 direz.Decimo);9A,9
SD0839;Sulcitana;9
SD1250;Via Salvo D'Acquisto (Capolinea);15
SE0022;via XX Settembre ( ex Corte dei Conti);1,29S,29,M
SE0023;via XX Settembre (civ 62, ang. via Lanusei);1,9M,M
SE0469;p.zza Sant'Elena;
SE0584;Sulcitana Elmas (fronte civ. N. 1);19S,19,9
SE0586;Sulcitana Elmas (lato p.zza Suella);19S,19,9
SE0587;Sulcitana Elmas (ang. via Pino Solitario);19S,19,9A,9
SE0588;Sulcitana Elmas (ang. via del Mare);19S,19,9
SE0589;Sulcitana Elmas (ang. via Marsala);19S,19,9A,9
SE0590;Sulcitana Elmas (civ. N. 166);19S,19,9
SE0591;Sulcitana Elmas (Distributore Esso);19S,19,9A,9
SE0592;Sulcitana Elmas (fronte distributore Esso);19S,19,9
SE0593;Sulcitana Elmas;19S,19,9A,9
SE0594;Sulcitana Elmas (fronte via degli sportivi);19S,19,9
SF1186;Via S.Fulgezio;29
SF1256;Via S. Francesco (fronte officina);41
SG0059;via San Giorgio;8N,58
SG0542;via S.Gavino;8
SG0818;via San Gavino (ang. via S. Angelo);8H,M
SI0316;via Scirocco;3
SI0477;via Sicilia;
SL0614;S. Lucia (piazz. fronte cimitero), Capolinea 19;19S,19,9
SM0106;P.zza S. Michele (angolo via Re di Puglia);1,20,8
SM0108;p.zza San Michele (lato Chiesa);16,3
SM0142;via S. Michele (fronte via Col di Lana);1
SM0143;via S. Michele (ang. via Col di Lana);1,9A,9
SM1110;P.zza Santa Maria (ang via Rossi Vitelli);
SN0683;via San Nicola;17
SO0019;via Sonnino (ang. via Alghero);1,29S,29,M
SO0020;via Sonnino (Banca);1,9M,M
SO0021;via Sonnino (P.zza Gramsci);1,9M,M
SO0811;via Sonnino (Archivio di Stato);1,29S,29,M
SP0036;via S.Paolo (fronte case FS);8G
SP1169;via S. Paolo (passaggio a livello);8G
SR0891;via Serbariu (ang .via C.Baudi di V.);
SR1165;Via Sarcidano;19S,19,9A,9
SS0677;via Don Orione;17
SS0750;SS 554 (sotto cavalcavia pedonale);PQ
SS0751;S.S.554 (lato edicola);PQ
SS0946;via San Salvatore;17
ST0213;via Stoccolma (ang. via Budapest);6
ST0627;Via Stazione (Capolinea linea 9);9A,9
ST0628;via Stendardi;15
SV0343;Via Schiavazzi (fronte Lazzareto);6
SV0344;Via Schiavazzi (lato Lazzareto);6
SV0346;via Schiavazzi;6
SV0347;via Schiavazzi ;6
SV0541;via Schiavazzi (p.zza da Pigafetta);6
SV0638;via Schiavazzi, ;6
SV0642;via Schiavazzi (Scuola);6
SV0645;via Schiavazzi (fronte Scuola);6
SV0646;via Schiavazzi;6
SV0901;Parcheggi Stadio (Capolinea fronte Mercato civico);6
SV0902;via Schiavazzi (civ. N. 27);6
SV0907;via Schiavazzi (fronte civ. N. 27);6
TA0991;via Tasso;41
TB0879;via Torbeno;13
TC1104;Via E.Torricelli;29S,29
TC1105;Via Torricelli;29S,29
TI0873;via Trentino;13
TM0442;Terra Mala (via delle Ninfee);1Q
TN0152;via Trento (Regione);1
TN0153;via Trento (ang. via Zara);1
TN0154;p.zza Trento;10
TN0155;via Trento (ang. viale Merello);10,1
TO0073;via Toscana (fronte via Lavega);
TO0876;via Toscana (civ. N. 20);13,6
TR0311;via Tramontana (lato campo Rossi);3
TS0041;viale Trieste (Chiesa);5,9A,9,8H,5S
TS0150;viale Trieste (ang. via S. Paolo);10,9A,9
TS0151;viale Trieste (fronte via S.Paolo);9A,9
TS0160;viale Trieste (Ass.to Turismo);9A,9
TS0161;viale Trieste (Assessorato Regionale);5,9A,9
TS0162;viale Trieste (ang.via XXIX Novembre);5,9A,9,8H,5S
TS0506;via Trieste (lato Poste);19,QSB,QSA,QS
TS0507;via Trieste (fronte Poste);19,QSB,QSA,QS
TS0526;via Trieste (ang. via Bezzecca);19,QSB,QSA,QS
TS0527;via Trieste (lato Comune, giardino);19,QSB,QSA,QS
TS0528;via Trieste (civ. N. 105);19,17,QSB,QSA,QS
TS0529;viale Trieste (ang.via Tirana);19,17,QSB,QSA,QS
TS0530;via Trieste (ang. via Galilei);19,17,QSB,QSA,QS
TS0531;via Trieste (confine Monserrato, Selargius);19,17,QSB,QSA,QS
TS0634;viale Trieste (fronte CTM);10,9A,9
TS0635;viale Trieste (CTM);9A,9
TS1149;via Tamburino Sardo;15
TS1150;via Tamburino Sardo ;15
TZ0200;via Tiziano (lato Mercato Civico);6
TZ0201;via Tiziano (ang. via Alfieri);6
UN0758;via UniversitË;7
UV0830;Policlinico Universitario;29S,29,8
VB0733;via Brotzu (ang. via Deliperi);1,19S,19
VB0990;via Brotzu (ang. viu Binaghi);1,19S,19,QSB,QS
VD0855;via Vidal (ang. Viale Europa);10
VD0856;via Vidal (pressi via Besta);10
VD0865;via Vidal (fronte via Besta);10
VD0866;via Vidal (ang. Viale Europa) ;10
VE0048;Corso Vittorio Emanuele (ang.p.zza Yenne);10,1,8
VE0367;corso Vittorio Emanuele (civ 117, pressi via SS);10,1,8
VE0368;corso Vittorio Emanuele (ang. via Palabanda);10,1,8
VN0121;viale Monastir;9A,9
VR0515;Via Verdi (civ. 35);
VR0517;via Verdi (ang via Pirandello);40
VR0656;via San Valeriano (fronte civ. N. 26);17,QSA,8H,8,M
VR0664;via San Valeriano (fronte via Bingia Floris);17
VR0998;via Verdi;41
VS0247;via Vesalio (ang. via Flavio Gioia);1,29S,29
VS0365;via Vesalio (pass. livello);1,29S,29
VS0366;via Vesalio (ang. via G.Italia);1,29S,29
VS0684;Via Vesalio;29S,29
VS0685;Via Vesalio Pass.Livello;29S,29
VV0945;via V. Veneto;17
ZI1001;ZI Stabilimento ing. Contivecchi;Z
ZI1002;ZI Stabilimento Enichem;Z
ZI1003;ZI Sarda Service (inversione senso di marcia);Z
ZI1004;ZI Stabilimento Bridgestone (fronte SANAC);Z
ZI1005;ZI Cavalcavia VI Strada;Z
ZI1006;ZI Protezione civile;Z
ZI1007;ZI CASIC;Z
ZI1008;AKHELA / STREAM;Z
ZI1009;ZI NIVEA (lavanderia industriale);Z
ZI1010;ZI Heineken (birreria);Z
ZI1011;ZI (fronte NIVEA);Z
ZI1012;ZI Stabilimento Ippocrate (fronte AKHELA);Z
ZI1013;ZI SANAC;Z
ZI1014;ZI Stabilimento Enichem ;Z
ZI1015;ZI Stabilimento ing. Contivecchi ;Z
ZU0532;Via Zuddas (civ. 194);QSA,8,M